OrderID,CustomerID,OrderDate,Amount
2706,CUST0315,2025-07-11,1064.35
3502,CUST0402,2025-07-11,1300.99
224,CUST0026,2025-07-11,1779.17
2932,CUST0337,2025-07-11,693.36
1069,CUST0117,2025-07-11,1737.0
2822,CUST0330,2025-07-11,1330.2
1584,CUST0179,2025-07-11,1309.34
2763,CUST0322,2025-07-11,1968.42
1638,CUST0184,2025-07-12,1105.94
2018,CUST0229,2025-07-12,329.86
1943,CUST0219,2025-07-12,830.72
2019,CUST0229,2025-07-12,1382.55
3456,CUST0397,2025-07-12,1499.05
4171,CUST0470,2025-07-12,624.98
3551,CUST0409,2025-07-12,1258.32
4882,CUST0572,2025-07-12,340.42
3593,CUST0413,2025-07-12,1199.91
4949,CUST0584,2025-07-12,825.18
2766,CUST0323,2025-07-12,1720.42
1652,CUST0186,2025-07-12,1272.39
4603,CUST0535,2025-07-12,469.54
4600,CUST0535,2025-07-12,1891.45
1053,CUST0114,2025-07-12,1497.8
2333,CUST0273,2025-07-13,399.08
1379,CUST0155,2025-07-13,794.38
4663,CUST0545,2025-07-13,1021.47
3120,CUST0365,2025-07-13,1013.91
307,CUST0036,2025-07-13,568.09
813,CUST0087,2025-07-13,1754.68
18,CUST0003,2025-07-13,1574.35
4216,CUST0476,2025-07-13,1692.55
1062,CUST0116,2025-07-13,321.98
3518,CUST0406,2025-07-13,1678.75
4127,CUST0463,2025-07-13,426.22
1064,CUST0116,2025-07-13,1074.52
1748,CUST0199,2025-07-13,513.99
954,CUST0102,2025-07-13,776.57
3369,CUST0382,2025-07-13,1338.63
4418,CUST0508,2025-07-14,640.89
3655,CUST0422,2025-07-14,1882.74
2031,CUST0231,2025-07-14,873.46
668,CUST0075,2025-07-14,1997.19
1703,CUST0193,2025-07-14,1624.61
1415,CUST0160,2025-07-14,1740.56
2610,CUST0304,2025-07-14,549.23
310,CUST0036,2025-07-14,871.56
4953,CUST0584,2025-07-14,1728.45
1752,CUST0200,2025-07-14,1225.39
1310,CUST0147,2025-07-14,413.16
3138,CUST0368,2025-07-14,1644.07
1511,CUST0171,2025-07-14,1556.41
4537,CUST0524,2025-07-15,791.91
4599,CUST0535,2025-07-15,1958.47
3463,CUST0399,2025-07-15,1005.78
1945,CUST0219,2025-07-15,1381.32
3505,CUST0404,2025-07-15,1182.15
1655,CUST0187,2025-07-15,474.07
744,CUST0082,2025-07-15,643.43
4390,CUST0504,2025-07-15,763.9
2622,CUST0305,2025-07-15,1940.38
4592,CUST0533,2025-07-15,1420.75
4531,CUST0522,2025-07-15,2013.74
3436,CUST0394,2025-07-15,1611.67
2328,CUST0272,2025-07-15,1747.15
4449,CUST0514,2025-07-15,204.21
2249,CUST0262,2025-07-15,293.53
3591,CUST0412,2025-07-15,277.32
1637,CUST0184,2025-07-15,1316.35
1792,CUST0203,2025-07-15,1534.59
1586,CUST0179,2025-07-15,274.86
2641,CUST0309,2025-07-15,1750.58
2151,CUST0249,2025-07-15,1216.52
4510,CUST0519,2025-07-15,1791.12
1048,CUST0113,2025-07-15,1241.53
2252,CUST0262,2025-07-16,839.97
1054,CUST0114,2025-07-16,821.07
3379,CUST0385,2025-07-16,1934.41
1949,CUST0221,2025-07-16,1418.12
4589,CUST0533,2025-07-16,1663.11
857,CUST0093,2025-07-16,903.11
3139,CUST0368,2025-07-16,1081.1
1402,CUST0158,2025-07-16,770.92
3638,CUST0420,2025-07-16,1076.8
4591,CUST0533,2025-07-16,789.63
2764,CUST0323,2025-07-16,1899.5
4717,CUST0552,2025-07-16,1398.12
3033,CUST0350,2025-07-16,1557.11
4250,CUST0482,2025-07-16,340.32
1141,CUST0128,2025-07-16,1022.17
1067,CUST0117,2025-07-16,1769.91
3650,CUST0422,2025-07-16,1694.47
2330,CUST0272,2025-07-16,1110.73
1635,CUST0183,2025-07-16,215.5
4423,CUST0509,2025-07-16,1779.47
2784,CUST0325,2025-07-16,1621.83
4400,CUST0505,2025-07-16,1503.37
1801,CUST0205,2025-07-17,821.85
4217,CUST0476,2025-07-17,1321.31
3140,CUST0368,2025-07-17,1735.35
71,CUST0008,2025-07-17,1506.56
3856,CUST0439,2025-07-17,394.77
2098,CUST0242,2025-07-17,1615.17
2097,CUST0241,2025-07-17,1745.33
2807,CUST0329,2025-07-17,2181.81
4705,CUST0550,2025-07-17,1784.75
3077,CUST0356,2025-07-17,1719.33
3639,CUST0420,2025-07-17,1809.36
2619,CUST0305,2025-07-17,1945.96
549,CUST0063,2025-07-17,292.45
2701,CUST0314,2025-07-17,379.22
2496,CUST0293,2025-07-17,1059.64
3930,CUST0448,2025-07-18,1381.93
1375,CUST0155,2025-07-18,1129.52
2557,CUST0299,2025-07-18,991.52
4415,CUST0507,2025-07-18,1152.57
748,CUST0082,2025-07-18,1800.11
4590,CUST0533,2025-07-18,1585.12
620,CUST0071,2025-07-18,1619.96
4373,CUST0501,2025-07-18,1327.0
3813,CUST0436,2025-07-18,1568.63
4607,CUST0536,2025-07-18,1776.33
2177,CUST0253,2025-07-18,1385.06
1930,CUST0217,2025-07-18,2204.13
4939,CUST0582,2025-07-18,742.54
1757,CUST0200,2025-07-18,1826.49
3082,CUST0356,2025-07-18,1760.03
3754,CUST0432,2025-07-18,357.2
2344,CUST0277,2025-07-18,1332.45
2281,CUST0265,2025-07-18,1034.48
3406,CUST0389,2025-07-18,1304.56
303,CUST0034,2025-07-18,604.01
4662,CUST0545,2025-07-18,686.73
1952,CUST0221,2025-07-18,722.52
2030,CUST0231,2025-07-18,507.2
4713,CUST0550,2025-07-18,1964.75
4448,CUST0513,2025-07-19,1275.03
415,CUST0046,2025-07-19,513.76
79,CUST0010,2025-07-19,1560.48
670,CUST0076,2025-07-19,1635.61
4267,CUST0484,2025-07-19,1323.69
2987,CUST0345,2025-07-19,426.41
3904,CUST0442,2025-07-19,1067.25
613,CUST0070,2025-07-19,585.11
1704,CUST0193,2025-07-19,1102.27
1654,CUST0186,2025-07-19,1547.64
4511,CUST0519,2025-07-19,1611.47
4945,CUST0584,2025-07-19,404.59
306,CUST0036,2025-07-19,1543.92
1414,CUST0160,2025-07-19,1954.75
1378,CUST0155,2025-07-19,1111.18
1561,CUST0175,2025-07-19,346.33
3454,CUST0397,2025-07-19,1146.89
3327,CUST0379,2025-07-19,1127.63
4609,CUST0537,2025-07-19,1039.89
3500,CUST0402,2025-07-19,1386.62
2173,CUST0253,2025-07-19,1676.23
3596,CUST0415,2025-07-19,1853.4
13,CUST0002,2025-07-19,534.96
2028,CUST0231,2025-07-20,1208.92
4897,CUST0574,2025-07-20,1215.99
4706,CUST0550,2025-07-20,760.81
2787,CUST0325,2025-07-20,334.99
4715,CUST0552,2025-07-20,776.74
3452,CUST0397,2025-07-20,1302.63
2495,CUST0293,2025-07-20,463.89
2152,CUST0250,2025-07-20,1396.83
814,CUST0087,2025-07-20,408.19
1892,CUST0212,2025-07-20,1549.54
3922,CUST0445,2025-07-20,1342.65
4262,CUST0484,2025-07-20,536.23
3519,CUST0406,2025-07-20,1130.28
3438,CUST0394,2025-07-20,604.03
417,CUST0046,2025-07-20,1545.93
2283,CUST0265,2025-07-20,1425.39
3455,CUST0397,2025-07-20,1624.75
621,CUST0071,2025-07-20,391.56
3413,CUST0391,2025-07-20,381.42
855,CUST0093,2025-07-20,1012.21
1936,CUST0217,2025-07-20,2087.89
1745,CUST0198,2025-07-21,1791.49
1437,CUST0163,2025-07-21,1287.19
1060,CUST0115,2025-07-21,1006.59
4721,CUST0555,2025-07-21,974.46
1087,CUST0121,2025-07-21,606.11
465,CUST0056,2025-07-21,1149.66
4435,CUST0511,2025-07-21,976.85
824,CUST0089,2025-07-21,620.28
466,CUST0056,2025-07-21,539.27
3507,CUST0404,2025-07-21,1772.13
4271,CUST0486,2025-07-21,1707.68
4405,CUST0506,2025-07-21,1429.47
662,CUST0074,2025-07-21,1312.67
2761,CUST0322,2025-07-21,566.24
4152,CUST0468,2025-07-21,1008.04
3453,CUST0397,2025-07-21,520.25
1421,CUST0161,2025-07-21,1397.4
4611,CUST0537,2025-07-21,1042.83
2839,CUST0332,2025-07-21,1549.1
4368,CUST0500,2025-07-21,319.59
676,CUST0077,2025-07-21,764.22
3028,CUST0350,2025-07-21,732.92
623,CUST0071,2025-07-21,757.86
2175,CUST0253,2025-07-21,1579.98
3508,CUST0404,2025-07-21,804.84
2635,CUST0308,2025-07-21,1488.57
2613,CUST0304,2025-07-22,527.84
225,CUST0026,2025-07-22,615.3
2799,CUST0328,2025-07-22,1010.1
3552,CUST0409,2025-07-22,288.53
128,CUST0015,2025-07-22,2156.79
2992,CUST0346,2025-07-22,1637.19
3123,CUST0365,2025-07-22,264.45
3506,CUST0404,2025-07-22,1697.98
3414,CUST0391,2025-07-22,828.14
3651,CUST0422,2025-07-22,1040.5
135,CUST0016,2025-07-22,971.83
3137,CUST0367,2025-07-22,1006.82
4722,CUST0555,2025-07-22,1598.57
138,CUST0016,2025-07-22,1903.54
2741,CUST0319,2025-07-22,2076.75
3986,CUST0454,2025-07-22,969.07
1090,CUST0122,2025-07-22,1671.25
4535,CUST0522,2025-07-22,1942.25
4834,CUST0565,2025-07-22,1658.15
1393,CUST0157,2025-07-22,1285.53
464,CUST0056,2025-07-22,1220.78
1844,CUST0208,2025-07-23,1192.33
309,CUST0036,2025-07-23,891.74
1274,CUST0145,2025-07-23,1124.98
1701,CUST0192,2025-07-23,1358.81
3003,CUST0347,2025-07-23,1570.92
1056,CUST0114,2025-07-23,1359.97
14,CUST0002,2025-07-23,975.24
3365,CUST0382,2025-07-23,1145.31
2357,CUST0279,2025-07-23,1772.59
2201,CUST0257,2025-07-23,870.62
4431,CUST0510,2025-07-23,819.26
2726,CUST0318,2025-07-23,2499.68
3499,CUST0402,2025-07-23,1783.58
4533,CUST0522,2025-07-23,760.9
2771,CUST0324,2025-07-23,1333.33
3924,CUST0446,2025-07-23,1224.4
736,CUST0081,2025-07-23,498.76
3979,CUST0453,2025-07-23,1057.83
5084,CUST0595,2025-07-23,1707.84
548,CUST0063,2025-07-24,293.06
2612,CUST0304,2025-07-24,353.57
4880,CUST0572,2025-07-24,311.04
2364,CUST0280,2025-07-24,1622.12
497,CUST0058,2025-07-24,1081.1
3516,CUST0406,2025-07-24,1221.53
3987,CUST0454,2025-07-24,393.25
4414,CUST0507,2025-07-24,1386.56
112,CUST0013,2025-07-24,1671.77
4895,CUST0574,2025-07-24,1267.54
1091,CUST0122,2025-07-24,1417.61
681,CUST0077,2025-07-24,1121.05
4645,CUST0542,2025-07-24,502.69
4210,CUST0474,2025-07-24,1530.81
70,CUST0008,2025-07-24,1603.52
1763,CUST0201,2025-07-24,1716.45
3850,CUST0438,2025-07-24,1730.9
3903,CUST0442,2025-07-24,1610.97
1702,CUST0193,2025-07-24,1744.48
2772,CUST0324,2025-07-24,2222.22
2243,CUST0261,2025-07-24,988.75
1747,CUST0198,2025-07-24,655.27
4508,CUST0518,2025-07-24,936.62
4512,CUST0519,2025-07-24,1433.82
4242,CUST0481,2025-07-24,1612.84
1088,CUST0121,2025-07-24,844.42
3102,CUST0359,2025-07-25,1148.77
1244,CUST0141,2025-07-25,235.06
612,CUST0070,2025-07-25,1180.7
4610,CUST0537,2025-07-25,916.2
406,CUST0044,2025-07-25,262.95
2290,CUST0267,2025-07-25,726.48
4883,CUST0572,2025-07-25,815.73
4716,CUST0552,2025-07-25,1795.23
1750,CUST0199,2025-07-25,676.92
1058,CUST0115,2025-07-25,550.42
110,CUST0013,2025-07-25,733.6
2702,CUST0314,2025-07-25,1052.56
1753,CUST0200,2025-07-25,802.63
4401,CUST0506,2025-07-25,1445.29
2789,CUST0326,2025-07-25,438.51
866,CUST0095,2025-07-25,1673.64
19,CUST0003,2025-07-25,902.05
4938,CUST0582,2025-07-25,492.24
4302,CUST0489,2025-07-25,275.26
3255,CUST0374,2025-07-25,1581.26
457,CUST0053,2025-07-25,395.02
742,CUST0082,2025-07-26,770.74
1137,CUST0127,2025-07-26,630.43
113,CUST0013,2025-07-26,1380.0
4305,CUST0490,2025-07-26,1214.03
4269,CUST0486,2025-07-26,1615.48
2087,CUST0239,2025-07-26,1661.6
1946,CUST0219,2025-07-26,311.58
1903,CUST0213,2025-07-26,731.14
2017,CUST0228,2025-07-26,513.04
2148,CUST0248,2025-07-26,1556.08
2703,CUST0314,2025-07-26,1384.61
4597,CUST0535,2025-07-26,558.65
825,CUST0089,2025-07-26,1389.75
4659,CUST0544,2025-07-26,357.21
408,CUST0044,2025-07-26,705.85
4900,CUST0575,2025-07-26,422.7
3258,CUST0374,2025-07-26,1703.28
3081,CUST0356,2025-07-26,1017.02
2200,CUST0257,2025-07-26,651.07
4541,CUST0524,2025-07-26,1350.25
1240,CUST0140,2025-07-27,1533.83
1915,CUST0215,2025-07-27,1284.26
1394,CUST0157,2025-07-27,1723.52
2713,CUST0316,2025-07-27,1131.22
4239,CUST0479,2025-07-27,1213.66
1751,CUST0199,2025-07-27,1434.42
1057,CUST0114,2025-07-27,1624.23
1049,CUST0113,2025-07-27,1443.08
1397,CUST0158,2025-07-27,1724.86
4409,CUST0506,2025-07-27,1343.91
4440,CUST0511,2025-07-27,1241.7
2367,CUST0281,2025-07-27,914.12
2768,CUST0323,2025-07-27,1331.55
3298,CUST0377,2025-07-27,1324.59
4601,CUST0535,2025-07-27,653.79
4514,CUST0519,2025-07-27,460.11
3763,CUST0433,2025-07-27,1730.45
4612,CUST0537,2025-07-27,394.34
2282,CUST0265,2025-07-27,1738.26
3701,CUST0428,2025-07-27,1655.56
2132,CUST0246,2025-07-27,886.02
4543,CUST0525,2025-07-27,1579.54
2786,CUST0325,2025-07-28,1099.12
1613,CUST0181,2025-07-28,842.86
73,CUST0008,2025-07-28,682.2
2981,CUST0345,2025-07-28,2187.65
4606,CUST0536,2025-07-28,201.51
1469,CUST0166,2025-07-28,1473.48
3103,CUST0359,2025-07-28,207.54
3607,CUST0416,2025-07-28,2321.2
445,CUST0051,2025-07-28,746.0
222,CUST0026,2025-07-28,1184.29
1846,CUST0208,2025-07-28,1731.68
3590,CUST0412,2025-07-28,1797.16
3980,CUST0453,2025-07-28,1926.01
968,CUST0105,2025-07-28,543.4
1376,CUST0155,2025-07-28,1410.77
2836,CUST0332,2025-07-29,1541.22
3105,CUST0359,2025-07-29,565.87
1063,CUST0116,2025-07-29,1491.14
2739,CUST0319,2025-07-29,1492.41
2335,CUST0274,2025-07-29,1632.89
1664,CUST0190,2025-07-29,1809.67
1065,CUST0116,2025-07-29,1097.4
3981,CUST0453,2025-07-29,2218.03
4536,CUST0523,2025-07-29,1100.27
967,CUST0105,2025-07-29,1766.37
5098,CUST0598,2025-07-29,1257.27
2643,CUST0309,2025-07-29,746.58
3923,CUST0445,2025-07-29,447.5
1938,CUST0218,2025-07-29,1601.96
4412,CUST0506,2025-07-29,1916.85
82,CUST0010,2025-07-29,647.73
4868,CUST0569,2025-07-29,1442.83
1740,CUST0197,2025-07-29,1443.26
747,CUST0082,2025-07-29,1346.01
4778,CUST0560,2025-07-29,757.76
1738,CUST0197,2025-07-30,844.05
4852,CUST0567,2025-07-30,1050.51
1726,CUST0196,2025-07-30,1077.73
3609,CUST0416,2025-07-30,1936.58
663,CUST0074,2025-07-31,1455.84
2791,CUST0326,2025-07-31,994.79
3927,CUST0446,2025-07-31,1769.81
3915,CUST0444,2025-07-31,2001.88
4404,CUST0506,2025-07-31,758.98
2176,CUST0253,2025-07-31,738.12
2734,CUST0319,2025-07-31,1415.75
2343,CUST0277,2025-07-31,988.68
2015,CUST0228,2025-08-01,892.45
2057,CUST0237,2025-08-01,1263.53
949,CUST0102,2025-08-01,1893.05
1975,CUST0224,2025-08-01,1552.71
1404,CUST0159,2025-08-01,509.18
4842,CUST0565,2025-08-02,1653.4
4128,CUST0463,2025-08-02,1348.59
4332,CUST0496,2025-08-02,2263.88
4773,CUST0559,2025-08-02,1567.36
501,CUST0058,2025-08-02,1934.37
2802,CUST0328,2025-08-02,312.51
3122,CUST0365,2025-08-02,721.12
2780,CUST0324,2025-08-03,2044.14
1615,CUST0181,2025-08-03,2388.19
1227,CUST0138,2025-08-03,1080.2
4967,CUST0586,2025-08-03,647.76
2280,CUST0265,2025-08-04,1335.47
4417,CUST0508,2025-08-04,1263.69
816,CUST0087,2025-08-04,1846.37
1262,CUST0144,2025-08-04,886.75
237,CUST0027,2025-08-04,2051.32
1416,CUST0161,2025-08-04,1129.76
1055,CUST0114,2025-08-04,1715.83
2999,CUST0347,2025-08-04,590.85
2736,CUST0319,2025-08-04,1831.75
2559,CUST0299,2025-08-05,314.65
3656,CUST0422,2025-08-05,833.43
2043,CUST0235,2025-08-05,1997.86
426,CUST0047,2025-08-05,1661.28
3627,CUST0419,2025-08-05,676.1
4781,CUST0561,2025-08-06,790.73
3259,CUST0374,2025-08-06,1436.53
2971,CUST0343,2025-08-06,1485.71
821,CUST0088,2025-08-06,1911.78
3699,CUST0428,2025-08-06,1241.39
2996,CUST0346,2025-08-07,885.81
1418,CUST0161,2025-08-07,2190.35
1344,CUST0150,2025-08-07,1784.97
4379,CUST0503,2025-08-07,605.81
427,CUST0047,2025-08-07,1783.66
1901,CUST0213,2025-08-07,455.42
1242,CUST0141,2025-08-07,871.02
502,CUST0058,2025-08-07,1100.5
4388,CUST0504,2025-08-07,1594.88
3526,CUST0407,2025-08-07,1463.56
1066,CUST0116,2025-08-08,912.87
2840,CUST0332,2025-08-08,1134.38
3378,CUST0385,2025-08-08,1792.11
2814,CUST0329,2025-08-08,839.63
3375,CUST0383,2025-08-08,1751.57
4315,CUST0493,2025-08-08,1656.18
1351,CUST0152,2025-08-09,2464.94
4613,CUST0537,2025-08-09,1324.47
4392,CUST0505,2025-08-09,675.91
259,CUST0031,2025-08-09,1765.62
2558,CUST0299,2025-08-09,332.47
262,CUST0031,2025-08-09,994.37
1512,CUST0171,2025-08-09,1851.98
3857,CUST0439,2025-08-09,1784.53
1349,CUST0152,2025-08-10,532.59
2976,CUST0344,2025-08-10,1412.81
3115,CUST0362,2025-08-10,1834.81
4857,CUST0568,2025-08-10,1639.63
3429,CUST0393,2025-08-10,2164.0
3409,CUST0389,2025-08-11,1710.39
4565,CUST0528,2025-08-11,425.58
5095,CUST0598,2025-08-11,2314.35
1560,CUST0175,2025-08-11,890.78
4930,CUST0580,2025-08-11,2076.94
851,CUST0092,2025-08-11,386.93
4860,CUST0568,2025-08-11,970.24
4605,CUST0536,2025-08-12,1190.96
4155,CUST0469,2025-08-12,2046.79
1894,CUST0212,2025-08-12,526.41
3150,CUST0369,2025-08-12,1462.12
1392,CUST0157,2025-08-12,604.91
739,CUST0081,2025-08-13,1476.66
3503,CUST0403,2025-08-13,596.65
